date,value,indicator_name
2000-05-16,4464.0,Gold price INR
2000-05-16,24.34,VIX_History
2000-05-17,4419.0,Gold price INR
2000-05-17,23.98,VIX_History
2000-05-18,4414.5,Gold price INR
2000-05-18,23.96,VIX_History
2000-05-19,4419.0,Gold price INR
2000-05-19,25.44,VIX_History
2000-05-22,4432.5,Gold price INR
2000-05-22,26.0,VIX_History
2000-05-23,4437.0,Gold price INR
2000-05-23,25.87,VIX_History
2000-05-24,4446.0,Gold price INR
2000-05-24,24.32,VIX_History
2000-05-25,4441.5,Gold price INR
2000-05-25,24.58,VIX_History
2000-05-26,4428.0,Gold price INR
2000-05-26,24.47,VIX_History
2000-05-29,4441.5,Gold price INR
2000-05-30,4477.5,Gold price INR
2000-05-30,23.62,VIX_History
2000-05-31,4464.0,Gold price INR
2000-05-31,23.65,VIX_History
2000-06-01,4468.5,Gold price INR
2000-06-01,22.36,VIX_History
2000-06-02,4626.0,Gold price INR
2000-06-02,21.48,VIX_History
2000-06-05,4657.5,Gold price INR
2000-06-05,22.71,VIX_History
2000-06-06,4743.0,Gold price INR
2000-06-06,23.05,VIX_History
2000-06-07,4675.5,Gold price INR
2000-06-07,22.48,VIX_History
2000-06-08,4707.0,Gold price INR
2000-06-08,22.77,VIX_History
2000-06-09,4684.5,Gold price INR
2000-06-09,22.14,VIX_History
2000-06-12,4689.0,Gold price INR
2000-06-12,22.32,VIX_History
2000-06-13,4797.0,Gold price INR
2000-06-13,21.67,VIX_History
2000-06-14,4725.0,Gold price INR
2000-06-14,21.48,VIX_History
2000-06-15,4725.0,Gold price INR
2000-06-15,20.68,VIX_History
2000-06-16,4770.0,Gold price INR
2000-06-16,20.5,VIX_History
2000-06-19,4698.0,Gold price INR
2000-06-19,20.63,VIX_History
2000-06-20,4702.5,Gold price INR
2000-06-20,20.88,VIX_History
2000-06-21,4698.0,Gold price INR
2000-06-21,20.61,VIX_History
2000-06-22,4725.0,Gold price INR
2000-06-22,22.0,VIX_History
2000-06-23,4698.0,Gold price INR
2000-06-23,22.34,VIX_History
2000-06-26,4666.5,Gold price INR
2000-06-26,22.45,VIX_History
2000-06-27,4662.0,Gold price INR
2000-06-27,21.8,VIX_History
2000-06-28,4734.0,Gold price INR
2000-06-28,20.29,VIX_History
2000-06-29,4761.0,Gold price INR
2000-06-29,19.7,VIX_History
2000-06-30,4738.5,Gold price INR
2000-06-30,19.54,VIX_History
2000-07-03,4729.5,Gold price INR
2000-07-03,19.83,VIX_History
2000-07-04,4707.0,Gold price INR
2000-07-05,4716.0,Gold price INR
2000-07-05,21.16,VIX_History
2000-07-06,4693.5,Gold price INR
2000-07-06,20.94,VIX_History
2000-07-07,4653.0,Gold price INR
2000-07-07,19.22,VIX_History
2000-07-10,4671.0,Gold price INR
2000-07-10,20.33,VIX_History
2000-07-11,4648.5,Gold price INR
2000-07-11,20.11,VIX_History
2000-07-12,4603.5,Gold price INR
2000-07-12,20.03,VIX_History
2000-07-13,4621.5,Gold price INR
2000-07-13,20.03,VIX_History
2000-07-14,4608.0,Gold price INR
2000-07-14,19.32,VIX_History
2000-07-17,4648.5,Gold price INR
2000-07-17,19.45,VIX_History
2000-07-18,4653.0,Gold price INR
2000-07-18,19.75,VIX_History
2000-07-19,4599.0,Gold price INR
2000-07-19,19.65,VIX_History
2000-07-20,4617.0,Gold price INR
2000-07-20,18.94,VIX_History
2000-07-21,4626.0,Gold price INR
2000-07-21,18.94,VIX_History
2000-07-24,4608.0,Gold price INR
2000-07-24,19.92,VIX_History
2000-07-25,4621.5,Gold price INR
2000-07-25,19.39,VIX_History
2000-07-26,4612.5,Gold price INR
2000-07-26,19.67,VIX_History
2000-07-27,4621.5,Gold price INR
2000-07-27,19.6,VIX_History
2000-07-28,4590.0,Gold price INR
2000-07-28,20.84,VIX_History
2000-07-31,4585.5,Gold price INR
2000-07-31,20.74,VIX_History
2000-08-01,4612.5,Gold price INR
2000-08-01,20.55,VIX_History
2000-08-02,4630.5,Gold price INR
2000-08-02,20.0,VIX_History
2000-08-03,4599.0,Gold price INR
2000-08-03,19.99,VIX_History
2000-08-04,4581.0,Gold price INR
2000-08-04,18.62,VIX_History
2000-08-07,4581.0,Gold price INR
2000-08-07,19.03,VIX_History
2000-08-08,4594.5,Gold price INR
2000-08-08,18.79,VIX_History
2000-08-09,4567.5,Gold price INR
2000-08-09,19.18,VIX_History
2000-08-10,4594.5,Gold price INR
2000-08-10,19.19,VIX_History
2000-08-11,4594.5,Gold price INR
2000-08-11,18.55,VIX_History
2000-08-14,4635.0,Gold price INR
2000-08-14,17.88,VIX_History
2000-08-15,4612.5,Gold price INR
2000-08-15,17.98,VIX_History
2000-08-16,4644.0,Gold price INR
2000-08-16,18.02,VIX_History
2000-08-17,4680.0,Gold price INR
2000-08-17,17.48,VIX_History
2000-08-18,4644.0,Gold price INR
2000-08-18,17.05,VIX_History
2000-08-21,4612.5,Gold price INR
2000-08-21,17.35,VIX_History
2000-08-22,4594.5,Gold price INR
2000-08-22,17.47,VIX_History
2000-08-23,4603.5,Gold price INR
2000-08-23,17.38,VIX_History
2000-08-24,4603.5,Gold price INR
2000-08-24,17.04,VIX_History
2000-08-25,4617.0,Gold price INR
2000-08-25,16.53,VIX_History
2000-08-28,4608.0,Gold price INR
2000-08-28,16.54,VIX_History
2000-08-29,4617.0,Gold price INR
2000-08-29,16.89,VIX_History
2000-08-30,4608.0,Gold price INR
2000-08-30,17.69,VIX_History
2000-08-31,4666.5,Gold price INR
2000-08-31,16.84,VIX_History
2000-09-01,4662.0,Gold price INR
2000-09-01,17.53,VIX_History
2000-09-04,4653.0,Gold price INR
2000-09-05,4626.0,Gold price INR
2000-09-05,19.82,VIX_History
2000-09-06,4603.5,Gold price INR
2000-09-06,20.79,VIX_History
2000-09-07,4576.5,Gold price INR
2000-09-07,19.42,VIX_History
2000-09-08,4581.0,Gold price INR
2000-09-08,18.46,VIX_History
2000-09-11,4572.0,Gold price INR
2000-09-11,18.4,VIX_History
2000-09-12,4608.0,Gold price INR
2000-09-12,18.59,VIX_History
2000-09-13,4576.5,Gold price INR
2000-09-13,18.32,VIX_History
2000-09-14,4590.0,Gold price INR
2000-09-14,18.26,VIX_History
2000-09-15,4590.0,Gold price INR
2000-09-15,18.52,VIX_History
2000-09-18,4621.5,Gold price INR
2000-09-18,20.25,VIX_History
2000-09-19,4639.5,Gold price INR
2000-09-19,19.54,VIX_History
2000-09-20,4612.5,Gold price INR
2000-09-20,19.93,VIX_History
2000-09-21,4581.0,Gold price INR
2000-09-21,20.18,VIX_History
2000-09-22,4657.5,Gold price INR
2000-09-22,20.74,VIX_History
2000-09-25,4621.5,Gold price INR
2000-09-25,21.41,VIX_History
2000-09-26,4657.5,Gold price INR
2000-09-26,21.88,VIX_History
2000-09-27,4684.5,Gold price INR
2000-09-27,21.67,VIX_History
2000-09-28,4689.0,Gold price INR
2000-09-28,19.47,VIX_History
2000-09-29,4635.0,Gold price INR
2000-09-29,20.57,VIX_History
2000-10-02,4626.0,Gold price INR
2000-10-02,21.23,VIX_History
2000-10-03,4608.0,Gold price INR
2000-10-03,21.85,VIX_History
2000-10-04,4599.0,Gold price INR
2000-10-04,21.54,VIX_History
2000-10-05,4585.5,Gold price INR
2000-10-05,21.03,VIX_History
2000-10-06,4581.0,Gold price INR
2000-10-06,22.71,VIX_History
2000-10-09,4576.5,Gold price INR
2000-10-09,24.02,VIX_History
2000-10-10,4599.0,Gold price INR
2000-10-10,24.86,VIX_History
2000-10-11,4644.0,Gold price INR
2000-10-11,26.57,VIX_History
2000-10-12,4666.5,Gold price INR
2000-10-12,30.51,VIX_History
2000-10-13,4662.0,Gold price INR
2000-10-13,27.6,VIX_History
2000-10-16,4630.5,Gold price INR
2000-10-16,26.79,VIX_History
2000-10-17,4603.5,Gold price INR
2000-10-17,27.84,VIX_History
2000-10-18,4635.0,Gold price INR
2000-10-18,28.72,VIX_History
2000-10-19,4608.0,Gold price INR
2000-10-19,25.09,VIX_History
2000-10-20,4612.5,Gold price INR
2000-10-20,24.24,VIX_History
2000-10-23,4630.5,Gold price INR
2000-10-23,24.69,VIX_History
2000-10-24,4617.0,Gold price INR
2000-10-24,24.28,VIX_History
2000-10-25,4581.0,Gold price INR
2000-10-25,26.65,VIX_History
2000-10-26,4572.0,Gold price INR
2000-10-26,28.62,VIX_History
2000-10-27,4536.0,Gold price INR
2000-10-27,26.47,VIX_History
2000-10-30,4545.0,Gold price INR
2000-10-30,25.46,VIX_History
2000-10-31,4558.5,Gold price INR
2000-10-31,23.63,VIX_History
2000-11-01,4567.5,Gold price INR
2000-11-01,24.28,VIX_History
2000-11-02,4554.0,Gold price INR
2000-11-02,23.92,VIX_History
2000-11-03,4536.0,Gold price INR
2000-11-03,23.67,VIX_History
2000-11-06,4558.5,Gold price INR
2000-11-06,24.52,VIX_History
2000-11-07,4558.5,Gold price INR
2000-11-07,24.91,VIX_History
2000-11-08,4536.0,Gold price INR
2000-11-08,25.66,VIX_History
2000-11-09,4549.5,Gold price INR
2000-11-09,27.2,VIX_History
2000-11-10,4554.0,Gold price INR
2000-11-10,28.53,VIX_History
2000-11-13,4558.5,Gold price INR
2000-11-13,29.06,VIX_History
2000-11-14,4563.0,Gold price INR
2000-11-14,26.81,VIX_History
2000-11-15,4549.5,Gold price INR
2000-11-15,26.15,VIX_History
2000-11-16,4594.5,Gold price INR
2000-11-16,25.05,VIX_History
2000-11-17,4563.0,Gold price INR
2000-11-17,24.81,VIX_History
2000-11-20,4581.0,Gold price INR
2000-11-20,27.43,VIX_History
2000-11-21,4581.0,Gold price INR
2000-11-21,26.62,VIX_History
2000-11-22,4585.5,Gold price INR
2000-11-22,27.71,VIX_History
2000-11-23,4576.5,Gold price INR
2000-11-24,4581.0,Gold price INR
2000-11-24,26.0,VIX_History
2000-11-27,4626.0,Gold price INR
2000-11-27,26.93,VIX_History
2000-11-28,4657.5,Gold price INR
2000-11-28,27.64,VIX_History
2000-11-29,4639.5,Gold price INR
2000-11-29,27.49,VIX_History
2000-11-30,4639.5,Gold price INR
2000-11-30,29.65,VIX_History
2000-12-01,4639.5,Gold price INR
2000-12-01,27.48,VIX_History
2000-12-04,4662.0,Gold price INR
2000-12-04,27.78,VIX_History
2000-12-05,4657.5,Gold price INR
2000-12-05,24.99,VIX_History
2000-12-06,4671.0,Gold price INR
2000-12-06,25.07,VIX_History
2000-12-07,4711.5,Gold price INR
2000-12-07,25.34,VIX_History
2000-12-08,4698.0,Gold price INR
2000-12-08,22.41,VIX_History
2000-12-11,4657.5,Gold price INR
2000-12-11,23.51,VIX_History
2000-12-12,4657.5,Gold price INR
2000-12-12,24.88,VIX_History
2000-12-13,4639.5,Gold price INR
2000-12-13,23.63,VIX_History
2000-12-14,4635.0,Gold price INR
2000-12-14,24.86,VIX_History
2000-12-15,4653.0,Gold price INR
2000-12-15,26.55,VIX_History
2000-12-18,4648.5,Gold price INR
2000-12-18,27.7,VIX_History
2000-12-19,4630.5,Gold price INR
2000-12-19,27.17,VIX_History
2000-12-20,4684.5,Gold price INR
2000-12-20,31.74,VIX_History
2000-12-21,4693.5,Gold price INR
2000-12-21,29.66,VIX_History
2000-12-22,4689.0,Gold price INR
2000-12-22,27.55,VIX_History
2000-12-25,4689.0,Gold price INR
2000-12-26,4689.0,Gold price INR
2000-12-26,28.73,VIX_History
2000-12-27,4725.0,Gold price INR
2000-12-27,28.14,VIX_History
2000-12-28,4716.0,Gold price INR
2000-12-28,26.57,VIX_History
2000-12-29,4716.0,Gold price INR
2000-12-29,26.85,VIX_History
2001-01-01,4716.0,Gold price INR
2001-01-02,4657.5,Gold price INR
2001-01-02,29.99,VIX_History
2001-01-03,4590.0,Gold price INR
2001-01-03,26.6,VIX_History
2001-01-04,4594.5,Gold price INR
2001-01-04,26.97,VIX_History
2001-01-05,4594.5,Gold price INR
2001-01-05,28.67,VIX_History
2001-01-08,4608.0,Gold price INR
2001-01-08,29.84,VIX_History
2001-01-09,4581.0,Gold price INR
2001-01-09,27.99,VIX_History
2001-01-10,4567.5,Gold price INR
2001-01-10,26.8,VIX_History
2001-01-11,4531.5,Gold price INR
2001-01-11,25.79,VIX_History
2001-01-12,4518.0,Gold price INR
2001-01-12,24.56,VIX_History
2001-01-15,4513.5,Gold price INR
2001-01-16,4522.5,Gold price INR
2001-01-16,25.28,VIX_History
2001-01-17,4504.5,Gold price INR
2001-01-17,24.93,VIX_History
2001-01-18,4522.5,Gold price INR
2001-01-18,23.37,VIX_History
2001-01-19,4522.5,Gold price INR
2001-01-19,23.24,VIX_History
2001-01-22,4540.5,Gold price INR
2001-01-22,23.25,VIX_History
2001-01-23,4536.0,Gold price INR
2001-01-23,21.57,VIX_History
2001-01-24,4509.0,Gold price INR
2001-01-24,22.03,VIX_History
2001-01-25,4531.5,Gold price INR
2001-01-25,22.64,VIX_History
2001-01-26,4509.0,Gold price INR
2001-01-26,22.57,VIX_History
2001-01-29,4495.5,Gold price INR
2001-01-29,22.61,VIX_History
2001-01-30,4527.0,Gold price INR
2001-01-30,22.57,VIX_History
2001-01-31,4513.5,Gold price INR
2001-01-31,22.02,VIX_History
2001-02-01,4567.5,Gold price INR
2001-02-01,21.66,VIX_History
2001-02-02,4554.0,Gold price INR
2001-02-02,21.95,VIX_History
2001-02-05,4531.5,Gold price INR
2001-02-05,22.19,VIX_History
2001-02-06,4482.0,Gold price INR
2001-02-06,21.98,VIX_History
2001-02-07,4495.5,Gold price INR
2001-02-07,21.67,VIX_History
2001-02-08,4491.0,Gold price INR
2001-02-08,21.46,VIX_History
2001-02-09,4441.5,Gold price INR
2001-02-09,22.03,VIX_History
2001-02-12,4468.5,Gold price INR
2001-02-12,21.92,VIX_History
2001-02-13,4468.5,Gold price INR
2001-02-13,21.37,VIX_History
2001-02-14,4464.0,Gold price INR
2001-02-14,21.52,VIX_History
2001-02-15,4428.0,Gold price INR
2001-02-15,20.27,VIX_History
2001-02-16,4410.0,Gold price INR
2001-02-16,22.12,VIX_History
2001-02-19,4441.5,Gold price INR
2001-02-20,4392.0,Gold price INR
2001-02-20,24.69,VIX_History
2001-02-21,4414.5,Gold price INR
2001-02-21,25.75,VIX_History
2001-02-22,4432.5,Gold price INR
2001-02-22,26.76,VIX_History
2001-02-23,4464.0,Gold price INR
2001-02-23,27.21,VIX_History
2001-02-26,4513.5,Gold price INR
2001-02-26,25.43,VIX_History
2001-02-27,4603.5,Gold price INR
2001-02-27,26.49,VIX_History
2001-02-28,4567.5,Gold price INR
2001-02-28,28.35,VIX_History
2001-03-01,4563.0,Gold price INR
2001-03-01,28.08,VIX_History
2001-03-02,4504.5,Gold price INR
2001-03-02,27.43,VIX_History
2001-03-05,4495.5,Gold price INR
2001-03-05,27.12,VIX_History
2001-03-06,4477.5,Gold price INR
2001-03-06,25.89,VIX_History
2001-03-07,4464.0,Gold price INR
2001-03-07,24.12,VIX_History
2001-03-08,4513.5,Gold price INR
2001-03-08,24.29,VIX_History
2001-03-09,4621.5,Gold price INR
2001-03-09,25.62,VIX_History
2001-03-12,4671.0,Gold price INR
2001-03-12,30.32,VIX_History
2001-03-13,4621.5,Gold price INR
2001-03-13,27.55,VIX_History
2001-03-14,4531.5,Gold price INR
2001-03-14,29.61,VIX_History
2001-03-15,4495.5,Gold price INR
2001-03-15,28.56,VIX_History
2001-03-16,4477.5,Gold price INR
2001-03-16,29.91,VIX_History
2001-03-19,4477.5,Gold price INR
2001-03-19,29.78,VIX_History
2001-03-20,4495.5,Gold price INR
2001-03-20,30.96,VIX_History
2001-03-21,4500.0,Gold price INR
2001-03-21,31.93,VIX_History
2001-03-22,4486.5,Gold price INR
2001-03-22,32.84,VIX_History
2001-03-23,4513.5,Gold price INR
2001-03-23,30.45,VIX_History
2001-03-26,4500.0,Gold price INR
2001-03-26,29.04,VIX_History
2001-03-27,4495.5,Gold price INR
2001-03-27,27.04,VIX_History
2001-03-28,4464.0,Gold price INR
2001-03-28,28.58,VIX_History
2001-03-29,4464.0,Gold price INR
2001-03-29,29.17,VIX_History
2001-03-30,4419.0,Gold price INR
2001-03-30,28.64,VIX_History
2001-04-02,4392.0,Gold price INR
2001-04-02,31.21,VIX_History
2001-04-03,4410.0,Gold price INR
2001-04-03,34.72,VIX_History
2001-04-04,4446.0,Gold price INR
2001-04-04,34.07,VIX_History
2001-04-05,4423.5,Gold price INR
2001-04-05,29.94,VIX_History
2001-04-06,4432.5,Gold price INR
2001-04-06,31.69,VIX_History
2001-04-09,4437.0,Gold price INR
2001-04-09,31.91,VIX_History
2001-04-10,4396.5,Gold price INR
2001-04-10,29.44,VIX_History
2001-04-11,4428.0,Gold price INR
2001-04-11,28.46,VIX_History
2001-04-12,4468.5,Gold price INR
2001-04-12,26.12,VIX_History
2001-04-13,4468.5,Gold price INR
2001-04-16,4486.5,Gold price INR
2001-04-16,26.33,VIX_History
2001-04-17,4495.5,Gold price INR
2001-04-17,25.61,VIX_History
2001-04-18,4464.0,Gold price INR
2001-04-18,24.13,VIX_History
2001-04-19,4536.0,Gold price INR
2001-04-19,24.16,VIX_History
2001-04-20,4545.0,Gold price INR
2001-04-20,25.38,VIX_History
2001-04-23,4522.5,Gold price INR
2001-04-23,28.16,VIX_History
2001-04-24,4540.5,Gold price INR
2001-04-24,28.49,VIX_History
2001-04-25,4545.0,Gold price INR
2001-04-25,27.4,VIX_History
2001-04-26,4545.0,Gold price INR
2001-04-26,25.96,VIX_History
2001-04-27,4563.0,Gold price INR
2001-04-27,24.02,VIX_History
2001-04-30,4536.0,Gold price INR
2001-04-30,25.48,VIX_History
2001-05-01,4549.5,Gold price INR
2001-05-01,24.2,VIX_History
2001-05-02,4545.0,Gold price INR
2001-05-02,24.23,VIX_History
2001-05-03,4590.0,Gold price INR
2001-05-03,25.78,VIX_History
2001-05-04,4594.5,Gold price INR
2001-05-04,23.91,VIX_History
2001-05-07,4590.0,Gold price INR
2001-05-07,24.86,VIX_History
2001-05-08,4567.5,Gold price INR
2001-05-08,24.44,VIX_History
2001-05-09,4617.0,Gold price INR
2001-05-09,24.35,VIX_History
2001-05-10,4626.0,Gold price INR
2001-05-10,24.0,VIX_History
2001-05-11,4639.5,Gold price INR
2001-05-11,23.54,VIX_History
2001-05-14,4630.5,Gold price INR
2001-05-14,24.26,VIX_History
2001-05-15,4608.0,Gold price INR
2001-05-15,23.71,VIX_History
2001-05-16,4680.0,Gold price INR
2001-05-16,21.89,VIX_History
2001-05-17,4734.0,Gold price INR
2001-05-17,21.47,VIX_History
2001-05-18,4716.0,Gold price INR
2001-05-18,21.23,VIX_History
2001-05-21,5035.5,Gold price INR
2001-05-21,20.76,VIX_History
2001-05-22,4914.0,Gold price INR
2001-05-22,21.35,VIX_History
2001-05-23,4896.0,Gold price INR
2001-05-23,22.08,VIX_History
2001-05-24,4941.0,Gold price INR
2001-05-24,20.57,VIX_History
2001-05-25,4774.5,Gold price INR
2001-05-25,20.6,VIX_History
2001-05-28,4774.5,Gold price INR
2001-05-29,4765.5,Gold price INR
2001-05-29,22.14,VIX_History
2001-05-30,4684.5,Gold price INR
2001-05-30,22.76,VIX_History
2001-05-31,4626.0,Gold price INR
2001-05-31,22.64,VIX_History
2001-06-01,4590.0,Gold price INR
2001-06-01,21.59,VIX_History
2001-06-04,4612.5,Gold price INR
2001-06-04,21.38,VIX_History
2001-06-05,4594.5,Gold price INR
2001-06-05,19.58,VIX_History
2001-06-06,4590.0,Gold price INR
2001-06-06,20.39,VIX_History
2001-06-07,4599.0,Gold price INR
2001-06-07,19.67,VIX_History
2001-06-08,4612.5,Gold price INR
2001-06-08,19.92,VIX_History
2001-06-11,4639.5,Gold price INR
2001-06-11,20.7,VIX_History
2001-06-12,4671.0,Gold price INR
2001-06-12,20.7,VIX_History
2001-06-13,4707.0,Gold price INR
2001-06-13,21.45,VIX_History
2001-06-14,4707.0,Gold price INR
2001-06-14,23.12,VIX_History
2001-06-15,4707.0,Gold price INR
2001-06-15,22.81,VIX_History
2001-06-18,4702.5,Gold price INR
2001-06-18,23.17,VIX_History
2001-06-19,4725.0,Gold price INR
2001-06-19,22.34,VIX_History
2001-06-20,4693.5,Gold price INR
2001-06-20,21.71,VIX_History
2001-06-21,4698.0,Gold price INR
2001-06-21,19.38,VIX_History
2001-06-22,4725.0,Gold price INR
2001-06-22,20.02,VIX_History
2001-06-25,4720.5,Gold price INR
2001-06-25,20.67,VIX_History
2001-06-26,4738.5,Gold price INR
2001-06-26,21.2,VIX_History
2001-06-27,4752.0,Gold price INR
2001-06-27,20.88,VIX_History
2001-06-28,4662.0,Gold price INR
2001-06-28,20.01,VIX_History
2001-06-29,4684.5,Gold price INR
2001-06-29,19.06,VIX_History
2001-07-02,4653.0,Gold price INR
2001-07-02,18.76,VIX_History
2001-07-03,4653.0,Gold price INR
2001-07-03,18.92,VIX_History
2001-07-04,4639.5,Gold price INR
2001-07-05,4617.0,Gold price INR
2001-07-05,20.09,VIX_History
2001-07-06,4594.5,Gold price INR
2001-07-06,21.63,VIX_History
2001-07-09,4617.0,Gold price INR
2001-07-09,22.48,VIX_History
2001-07-10,4639.5,Gold price INR
2001-07-10,23.25,VIX_History
2001-07-11,4639.5,Gold price INR
2001-07-11,24.01,VIX_History
2001-07-12,4621.5,Gold price INR
2001-07-12,22.09,VIX_History
2001-07-13,4621.5,Gold price INR
2001-07-13,21.14,VIX_History
2001-07-16,4653.0,Gold price INR
2001-07-16,22.91,VIX_History
2001-07-17,4639.5,Gold price INR
2001-07-17,22.61,VIX_History
2001-07-18,4657.5,Gold price INR
2001-07-18,23.6,VIX_History
2001-07-19,4684.5,Gold price INR
2001-07-19,22.51,VIX_History
2001-07-20,4675.5,Gold price INR
2001-07-20,22.34,VIX_History
2001-07-23,4657.5,Gold price INR
2001-07-23,23.74,VIX_History
2001-07-24,4657.5,Gold price INR
2001-07-24,25.24,VIX_History
2001-07-25,4657.5,Gold price INR
2001-07-25,24.0,VIX_History
2001-07-26,4635.0,Gold price INR
2001-07-26,23.01,VIX_History
2001-07-27,4617.0,Gold price INR
2001-07-27,22.0,VIX_History
2001-07-30,4617.0,Gold price INR
2001-07-30,22.69,VIX_History
2001-07-31,4612.5,Gold price INR
2001-07-31,21.62,VIX_History
2001-08-01,4635.0,Gold price INR
2001-08-01,20.56,VIX_History
2001-08-02,4626.0,Gold price INR
2001-08-02,20.09,VIX_History
2001-08-03,4644.0,Gold price INR
2001-08-03,19.89,VIX_History
2001-08-06,4630.5,Gold price INR
2001-08-06,21.89,VIX_History
2001-08-07,4621.5,Gold price INR
2001-08-07,21.01,VIX_History
2001-08-08,4621.5,Gold price INR
2001-08-08,22.32,VIX_History
2001-08-09,4680.0,Gold price INR
2001-08-09,21.75,VIX_History
2001-08-10,4783.5,Gold price INR
2001-08-10,20.55,VIX_History
2001-08-13,4779.0,Gold price INR
2001-08-13,20.42,VIX_History
2001-08-14,4761.0,Gold price INR
2001-08-14,20.48,VIX_History
2001-08-15,4774.5,Gold price INR
2001-08-15,20.91,VIX_History
2001-08-16,4783.5,Gold price INR
2001-08-16,21.54,VIX_History
2001-08-17,4810.5,Gold price INR
2001-08-17,23.84,VIX_History
2001-08-20,4797.0,Gold price INR
2001-08-20,22.87,VIX_History
2001-08-21,4792.5,Gold price INR
2001-08-21,24.4,VIX_History
2001-08-22,4783.5,Gold price INR
2001-08-22,22.44,VIX_History
2001-08-23,4765.5,Gold price INR
2001-08-23,22.23,VIX_History
2001-08-24,4729.5,Gold price INR
2001-08-24,19.71,VIX_History
2001-08-27,4734.0,Gold price INR
2001-08-27,20.56,VIX_History
2001-08-28,4702.5,Gold price INR
2001-08-28,22.0,VIX_History
2001-08-29,4729.5,Gold price INR
2001-08-29,23.03,VIX_History
2001-08-30,4720.5,Gold price INR
2001-08-30,25.41,VIX_History
2001-08-31,4734.0,Gold price INR
2001-08-31,24.92,VIX_History
2001-09-03,4743.0,Gold price INR
2001-09-04,4725.0,Gold price INR
2001-09-04,25.85,VIX_History
2001-09-05,4707.0,Gold price INR
2001-09-05,26.35,VIX_History
2001-09-06,4720.5,Gold price INR
2001-09-06,28.61,VIX_History
2001-09-07,4756.5,Gold price INR
2001-09-07,30.99,VIX_History
2001-09-10,4729.5,Gold price INR
2001-09-10,31.84,VIX_History
2001-09-11,5008.5,Gold price INR
2001-09-12,4869.0,Gold price INR
2001-09-13,4900.5,Gold price INR
2001-09-14,5026.5,Gold price INR
2001-09-17,5161.5,Gold price INR
2001-09-17,41.76,VIX_History
2001-09-18,5107.5,Gold price INR
2001-09-18,38.87,VIX_History
2001-09-19,5089.5,Gold price INR
2001-09-19,40.56,VIX_History
2001-09-20,5094.0,Gold price INR
2001-09-20,43.74,VIX_History
2001-09-21,5170.5,Gold price INR
2001-09-21,42.66,VIX_History
2001-09-24,5080.5,Gold price INR
2001-09-24,37.75,VIX_History
2001-09-25,5071.5,Gold price INR
2001-09-25,35.81,VIX_History
2001-09-26,5134.5,Gold price INR
2001-09-26,35.26,VIX_History
2001-09-27,5103.0,Gold price INR
2001-09-27,34.0,VIX_History
2001-09-28,5161.5,Gold price INR
2001-09-28,31.93,VIX_History
2001-10-01,5130.0,Gold price INR
2001-10-01,32.32,VIX_History
2001-10-02,5148.0,Gold price INR
2001-10-02,31.18,VIX_History
2001-10-03,5112.0,Gold price INR
2001-10-03,31.34,VIX_History
2001-10-04,5125.5,Gold price INR
2001-10-04,31.97,VIX_History
2001-10-05,5143.5,Gold price INR
2001-10-05,33.39,VIX_History
2001-10-08,5170.5,Gold price INR
2001-10-08,35.12,VIX_History
2001-10-09,5134.5,Gold price INR
2001-10-09,34.83,VIX_History
2001-10-10,5076.0,Gold price INR
2001-10-10,31.6,VIX_History
2001-10-11,4981.5,Gold price INR
2001-10-11,31.5,VIX_History
2001-10-12,4977.0,Gold price INR
2001-10-12,35.27,VIX_History
2001-10-15,4981.5,Gold price INR
2001-10-15,35.31,VIX_History
2001-10-16,4963.5,Gold price INR
2001-10-16,32.88,VIX_History
2001-10-17,4972.5,Gold price INR
2001-10-17,35.08,VIX_History
2001-10-18,4968.0,Gold price INR
2001-10-18,34.95,VIX_History
2001-10-19,4932.0,Gold price INR
2001-10-19,34.11,VIX_History
2001-10-22,4873.5,Gold price INR
2001-10-22,32.25,VIX_History
2001-10-23,4873.5,Gold price INR
2001-10-23,32.0,VIX_History
2001-10-24,4869.0,Gold price INR
2001-10-24,30.95,VIX_History
2001-10-25,4887.0,Gold price INR
2001-10-25,29.46,VIX_History
2001-10-26,4891.5,Gold price INR
2001-10-26,28.42,VIX_History
2001-10-29,4918.5,Gold price INR
2001-10-29,31.64,VIX_History
2001-10-30,4950.0,Gold price INR
2001-10-30,33.46,VIX_History
2001-10-31,4923.0,Gold price INR
2001-10-31,33.56,VIX_History
2001-11-01,4954.5,Gold price INR
2001-11-01,32.31,VIX_History
2001-11-02,4941.0,Gold price INR
2001-11-02,30.71,VIX_History
2001-11-05,4909.5,Gold price INR
2001-11-05,30.5,VIX_History
2001-11-06,4927.5,Gold price INR
2001-11-06,28.8,VIX_History
2001-11-07,4950.0,Gold price INR
2001-11-07,29.13,VIX_History
2001-11-08,4945.5,Gold price INR
2001-11-08,28.62,VIX_History
2001-11-09,4896.0,Gold price INR
2001-11-09,27.44,VIX_History
2001-11-12,4945.5,Gold price INR
2001-11-12,29.35,VIX_History
2001-11-13,4891.5,Gold price INR
2001-11-13,26.47,VIX_History
2001-11-14,4918.5,Gold price INR
2001-11-14,26.56,VIX_History
2001-11-15,4864.5,Gold price INR
2001-11-15,25.56,VIX_History
2001-11-16,4846.5,Gold price INR
2001-11-16,25.07,VIX_History
2001-11-19,4828.5,Gold price INR
2001-11-19,24.46,VIX_History
2001-11-20,4819.5,Gold price INR
2001-11-20,24.12,VIX_History
