date,value,indicator_name
1995-11-30,11.58,VIX_History
1995-12-01,4959.0,Gold price INR
1995-12-01,11.11,VIX_History
1995-12-04,4954.5,Gold price INR
1995-12-04,10.66,VIX_History
1995-12-05,4959.0,Gold price INR
1995-12-05,11.65,VIX_History
1995-12-06,4977.0,Gold price INR
1995-12-06,12.7,VIX_History
1995-12-07,4968.0,Gold price INR
1995-12-07,12.74,VIX_History
1995-12-08,4995.0,Gold price INR
1995-12-08,11.12,VIX_History
1995-12-11,4990.5,Gold price INR
1995-12-11,11.06,VIX_History
1995-12-12,4986.0,Gold price INR
1995-12-12,10.63,VIX_History
1995-12-13,4986.0,Gold price INR
1995-12-13,10.36,VIX_History
1995-12-14,4963.5,Gold price INR
1995-12-14,11.07,VIX_History
1995-12-15,4968.0,Gold price INR
1995-12-15,11.44,VIX_History
1995-12-18,4981.5,Gold price INR
1995-12-18,14.55,VIX_History
1995-12-19,4995.0,Gold price INR
1995-12-19,13.16,VIX_History
1995-12-20,4986.0,Gold price INR
1995-12-20,12.2,VIX_History
1995-12-21,4995.0,Gold price INR
1995-12-21,10.77,VIX_History
1995-12-22,4995.0,Gold price INR
1995-12-22,11.51,VIX_History
1995-12-25,4995.0,Gold price INR
1995-12-26,4999.5,Gold price INR
1995-12-26,11.49,VIX_History
1995-12-27,4990.5,Gold price INR
1995-12-27,11.98,VIX_History
1995-12-28,4999.5,Gold price INR
1995-12-28,12.25,VIX_History
1995-12-29,5008.5,Gold price INR
1995-12-29,12.52,VIX_History
1996-01-01,5008.5,Gold price INR
1996-01-02,5040.0,Gold price INR
1996-01-02,12.19,VIX_History
1996-01-03,5098.5,Gold price INR
1996-01-03,12.1,VIX_History
1996-01-04,5121.0,Gold price INR
1996-01-04,13.78,VIX_History
1996-01-05,5161.5,Gold price INR
1996-01-05,13.58,VIX_History
1996-01-08,5224.5,Gold price INR
1996-01-08,13.11,VIX_History
1996-01-09,5206.5,Gold price INR
1996-01-09,15.21,VIX_History
1996-01-10,5260.5,Gold price INR
1996-01-10,16.4,VIX_History
1996-01-11,5256.0,Gold price INR
1996-01-11,14.69,VIX_History
1996-01-12,5251.5,Gold price INR
1996-01-12,14.23,VIX_History
1996-01-15,5215.5,Gold price INR
1996-01-15,14.99,VIX_History
1996-01-16,5251.5,Gold price INR
1996-01-16,14.09,VIX_History
1996-01-17,5242.5,Gold price INR
1996-01-17,14.25,VIX_History
1996-01-18,5247.0,Gold price INR
1996-01-18,13.58,VIX_History
1996-01-19,5269.5,Gold price INR
1996-01-19,12.7,VIX_History
1996-01-22,5301.0,Gold price INR
1996-01-22,13.34,VIX_History
1996-01-23,5310.0,Gold price INR
1996-01-23,13.56,VIX_History
1996-01-24,5305.5,Gold price INR
1996-01-24,12.54,VIX_History
1996-01-25,5386.5,Gold price INR
1996-01-25,12.94,VIX_History
1996-01-26,5382.0,Gold price INR
1996-01-26,12.0,VIX_History
1996-01-29,5350.5,Gold price INR
1996-01-29,12.19,VIX_History
1996-01-30,5400.0,Gold price INR
1996-01-30,12.42,VIX_History
1996-01-31,5436.0,Gold price INR
1996-01-31,12.53,VIX_History
1996-02-01,5508.0,Gold price INR
1996-02-01,12.65,VIX_History
1996-02-02,5607.0,Gold price INR
1996-02-02,13.23,VIX_History
1996-02-05,5782.5,Gold price INR
1996-02-05,13.46,VIX_History
1996-02-06,5719.5,Gold price INR
1996-02-06,14.59,VIX_History
1996-02-07,5679.0,Gold price INR
1996-02-07,14.11,VIX_History
1996-02-08,5571.0,Gold price INR
1996-02-08,13.89,VIX_History
1996-02-09,5539.5,Gold price INR
1996-02-09,14.63,VIX_History
1996-02-12,5499.0,Gold price INR
1996-02-12,14.69,VIX_History
1996-02-13,5449.5,Gold price INR
1996-02-13,14.94,VIX_History
1996-02-14,5413.5,Gold price INR
1996-02-14,15.59,VIX_History
1996-02-15,5436.0,Gold price INR
1996-02-15,16.13,VIX_History
1996-02-16,5436.0,Gold price INR
1996-02-16,15.37,VIX_History
1996-02-19,5445.0,Gold price INR
1996-02-20,5409.0,Gold price INR
1996-02-20,16.8,VIX_History
1996-02-21,5341.5,Gold price INR
1996-02-21,14.47,VIX_History
1996-02-22,5377.5,Gold price INR
1996-02-22,14.56,VIX_History
1996-02-23,5314.5,Gold price INR
1996-02-23,14.78,VIX_History
1996-02-26,5269.5,Gold price INR
1996-02-26,16.38,VIX_History
1996-02-27,5224.5,Gold price INR
1996-02-27,16.63,VIX_History
1996-02-28,5143.5,Gold price INR
1996-02-28,16.72,VIX_History
1996-02-29,5112.0,Gold price INR
1996-02-29,17.04,VIX_History
1996-03-01,5062.5,Gold price INR
1996-03-01,16.72,VIX_History
1996-03-04,4968.0,Gold price INR
1996-03-04,16.67,VIX_History
1996-03-05,4896.0,Gold price INR
1996-03-05,16.1,VIX_History
1996-03-06,4932.0,Gold price INR
1996-03-06,16.56,VIX_History
1996-03-07,4927.5,Gold price INR
1996-03-07,16.49,VIX_History
1996-03-08,4972.5,Gold price INR
1996-03-08,20.7,VIX_History
1996-03-11,4954.5,Gold price INR
1996-03-11,19.4,VIX_History
1996-03-12,4945.5,Gold price INR
1996-03-12,19.09,VIX_History
1996-03-13,4950.0,Gold price INR
1996-03-13,18.13,VIX_History
1996-03-14,4954.5,Gold price INR
1996-03-14,16.93,VIX_History
1996-03-15,4999.5,Gold price INR
1996-03-15,16.54,VIX_History
1996-03-18,5044.5,Gold price INR
1996-03-18,17.31,VIX_History
1996-03-19,5112.0,Gold price INR
1996-03-19,18.35,VIX_History
1996-03-20,5121.0,Gold price INR
1996-03-20,18.66,VIX_History
1996-03-21,5062.5,Gold price INR
1996-03-21,17.74,VIX_History
1996-03-22,5058.0,Gold price INR
1996-03-22,17.05,VIX_History
1996-03-25,4995.0,Gold price INR
1996-03-25,17.84,VIX_History
1996-03-26,4995.0,Gold price INR
1996-03-26,17.8,VIX_History
1996-03-27,5053.5,Gold price INR
1996-03-27,17.89,VIX_History
1996-03-28,4995.0,Gold price INR
1996-03-28,18.16,VIX_History
1996-03-29,4972.5,Gold price INR
1996-03-29,18.88,VIX_History
1996-04-01,4941.0,Gold price INR
1996-04-01,17.9,VIX_History
1996-04-02,4927.5,Gold price INR
1996-04-02,16.45,VIX_History
1996-04-03,4959.0,Gold price INR
1996-04-03,16.33,VIX_History
1996-04-04,4941.0,Gold price INR
1996-04-04,16.18,VIX_History
1996-04-05,4945.5,Gold price INR
1996-04-08,4941.0,Gold price INR
1996-04-08,18.72,VIX_History
1996-04-09,4972.5,Gold price INR
1996-04-09,17.32,VIX_History
1996-04-10,4950.0,Gold price INR
1996-04-10,20.22,VIX_History
1996-04-11,4963.5,Gold price INR
1996-04-11,19.65,VIX_History
1996-04-12,4959.0,Gold price INR
1996-04-12,17.38,VIX_History
1996-04-15,4945.5,Gold price INR
1996-04-15,16.83,VIX_History
1996-04-16,4954.5,Gold price INR
1996-04-16,16.45,VIX_History
1996-04-17,4923.0,Gold price INR
1996-04-17,17.07,VIX_History
1996-04-18,4887.0,Gold price INR
1996-04-18,16.41,VIX_History
1996-04-19,4918.5,Gold price INR
1996-04-19,15.12,VIX_History
1996-04-22,4918.5,Gold price INR
1996-04-22,15.38,VIX_History
1996-04-23,4927.5,Gold price INR
1996-04-23,15.01,VIX_History
1996-04-24,4909.5,Gold price INR
1996-04-24,14.91,VIX_History
1996-04-25,4954.5,Gold price INR
1996-04-25,14.72,VIX_History
1996-04-26,4932.0,Gold price INR
1996-04-26,14.75,VIX_History
1996-04-29,4914.0,Gold price INR
1996-04-29,15.45,VIX_History
1996-04-30,5004.0,Gold price INR
1996-04-30,15.83,VIX_History
1996-05-01,4999.5,Gold price INR
1996-05-01,16.07,VIX_History
1996-05-02,4995.0,Gold price INR
1996-05-02,18.62,VIX_History
1996-05-03,5008.5,Gold price INR
1996-05-03,16.7,VIX_History
1996-05-06,4999.5,Gold price INR
1996-05-06,16.92,VIX_History
1996-05-07,4999.5,Gold price INR
1996-05-07,16.87,VIX_History
1996-05-08,5017.5,Gold price INR
1996-05-08,15.78,VIX_History
1996-05-09,5044.5,Gold price INR
1996-05-09,16.99,VIX_History
1996-05-10,5076.0,Gold price INR
1996-05-10,15.61,VIX_History
1996-05-13,5058.0,Gold price INR
1996-05-13,15.16,VIX_History
1996-05-14,5008.5,Gold price INR
1996-05-14,14.9,VIX_History
1996-05-15,4999.5,Gold price INR
1996-05-15,15.59,VIX_History
1996-05-16,5004.0,Gold price INR
1996-05-16,15.71,VIX_History
1996-05-17,5026.5,Gold price INR
1996-05-17,15.13,VIX_History
1996-05-20,5004.0,Gold price INR
1996-05-20,15.8,VIX_History
1996-05-21,5022.0,Gold price INR
1996-05-21,16.0,VIX_History
1996-05-22,5017.5,Gold price INR
1996-05-22,15.5,VIX_History
1996-05-23,5035.5,Gold price INR
1996-05-23,16.17,VIX_History
1996-05-24,5049.0,Gold price INR
1996-05-24,15.54,VIX_History
1996-05-27,5049.0,Gold price INR
1996-05-28,5071.5,Gold price INR
1996-05-28,16.92,VIX_History
1996-05-29,5049.0,Gold price INR
1996-05-29,17.15,VIX_History
1996-05-30,5044.5,Gold price INR
1996-05-30,16.02,VIX_History
1996-05-31,5035.5,Gold price INR
1996-05-31,16.07,VIX_History
1996-06-03,5022.0,Gold price INR
1996-06-03,16.86,VIX_History
1996-06-04,5004.0,Gold price INR
1996-06-04,16.18,VIX_History
1996-06-05,4972.5,Gold price INR
1996-06-05,16.04,VIX_History
1996-06-06,4927.5,Gold price INR
1996-06-06,16.84,VIX_History
1996-06-07,4950.0,Gold price INR
1996-06-07,16.1,VIX_History
1996-06-10,4936.5,Gold price INR
1996-06-10,16.78,VIX_History
1996-06-11,4936.5,Gold price INR
1996-06-11,16.68,VIX_History
1996-06-12,4936.5,Gold price INR
1996-06-12,17.0,VIX_History
1996-06-13,4941.0,Gold price INR
1996-06-13,17.12,VIX_History
1996-06-14,4932.0,Gold price INR
1996-06-14,18.64,VIX_History
1996-06-17,4945.5,Gold price INR
1996-06-17,17.46,VIX_History
1996-06-18,4950.0,Gold price INR
1996-06-18,17.45,VIX_History
1996-06-19,4959.0,Gold price INR
1996-06-19,17.54,VIX_History
1996-06-20,4936.5,Gold price INR
1996-06-20,16.97,VIX_History
1996-06-21,4914.0,Gold price INR
1996-06-21,15.8,VIX_History
1996-06-24,4932.0,Gold price INR
1996-06-24,15.91,VIX_History
1996-06-25,4945.5,Gold price INR
1996-06-25,15.43,VIX_History
1996-06-26,4927.5,Gold price INR
1996-06-26,15.23,VIX_History
1996-06-27,4959.0,Gold price INR
1996-06-27,14.19,VIX_History
1996-06-28,4950.0,Gold price INR
1996-06-28,13.68,VIX_History
1996-07-01,4900.5,Gold price INR
1996-07-01,13.78,VIX_History
1996-07-02,4914.0,Gold price INR
1996-07-02,14.19,VIX_History
1996-07-03,4914.0,Gold price INR
1996-07-03,14.21,VIX_History
1996-07-04,4918.5,Gold price INR
1996-07-05,4914.0,Gold price INR
1996-07-05,16.09,VIX_History
1996-07-08,4954.5,Gold price INR
1996-07-08,16.42,VIX_History
1996-07-09,4959.0,Gold price INR
1996-07-09,15.49,VIX_History
1996-07-10,4968.0,Gold price INR
1996-07-10,15.51,VIX_History
1996-07-11,4986.0,Gold price INR
1996-07-11,17.81,VIX_History
1996-07-12,4995.0,Gold price INR
1996-07-12,17.09,VIX_History
1996-07-15,5008.5,Gold price INR
1996-07-15,20.11,VIX_History
1996-07-16,5053.5,Gold price INR
1996-07-16,20.1,VIX_History
1996-07-17,5049.0,Gold price INR
1996-07-17,19.22,VIX_History
1996-07-18,5058.0,Gold price INR
1996-07-18,17.93,VIX_History
1996-07-19,5035.5,Gold price INR
1996-07-19,17.26,VIX_History
1996-07-22,5035.5,Gold price INR
1996-07-22,20.41,VIX_History
1996-07-23,5044.5,Gold price INR
1996-07-23,21.55,VIX_History
1996-07-24,5026.5,Gold price INR
1996-07-24,21.44,VIX_History
1996-07-25,5049.0,Gold price INR
1996-07-25,19.39,VIX_History
1996-07-26,5044.5,Gold price INR
1996-07-26,17.45,VIX_History
1996-07-29,5044.5,Gold price INR
1996-07-29,20.09,VIX_History
1996-07-30,5040.0,Gold price INR
1996-07-30,20.53,VIX_History
1996-07-31,5040.0,Gold price INR
1996-07-31,19.46,VIX_History
1996-08-01,5044.5,Gold price INR
1996-08-01,18.76,VIX_History
1996-08-02,5040.0,Gold price INR
1996-08-02,16.19,VIX_History
1996-08-05,5107.5,Gold price INR
1996-08-05,17.36,VIX_History
1996-08-06,5089.5,Gold price INR
1996-08-06,16.93,VIX_History
1996-08-07,5062.5,Gold price INR
1996-08-07,16.24,VIX_History
1996-08-08,5098.5,Gold price INR
1996-08-08,16.04,VIX_History
1996-08-09,5089.5,Gold price INR
1996-08-09,15.77,VIX_History
1996-08-12,5071.5,Gold price INR
1996-08-12,15.57,VIX_History
1996-08-13,5076.0,Gold price INR
1996-08-13,16.41,VIX_History
1996-08-14,5067.0,Gold price INR
1996-08-14,15.96,VIX_History
1996-08-15,5058.0,Gold price INR
1996-08-15,15.46,VIX_History
1996-08-16,5058.0,Gold price INR
1996-08-16,14.81,VIX_History
1996-08-19,5062.5,Gold price INR
1996-08-19,15.27,VIX_History
1996-08-20,5071.5,Gold price INR
1996-08-20,14.73,VIX_History
1996-08-21,5058.0,Gold price INR
1996-08-21,14.52,VIX_History
1996-08-22,5071.5,Gold price INR
1996-08-22,13.71,VIX_History
1996-08-23,5071.5,Gold price INR
1996-08-23,14.18,VIX_History
1996-08-26,5076.0,Gold price INR
1996-08-26,15.38,VIX_History
1996-08-27,5107.5,Gold price INR
1996-08-27,15.11,VIX_History
1996-08-28,5103.0,Gold price INR
1996-08-28,15.1,VIX_History
1996-08-29,5089.5,Gold price INR
1996-08-29,16.22,VIX_History
1996-08-30,5071.5,Gold price INR
1996-08-30,17.01,VIX_History
1996-09-02,5071.5,Gold price INR
1996-09-03,5080.5,Gold price INR
1996-09-03,18.47,VIX_History
1996-09-04,5071.5,Gold price INR
1996-09-04,18.64,VIX_History
1996-09-05,5076.0,Gold price INR
1996-09-05,20.51,VIX_History
1996-09-06,5053.5,Gold price INR
1996-09-06,17.1,VIX_History
1996-09-09,5044.5,Gold price INR
1996-09-09,16.36,VIX_History
1996-09-10,5026.5,Gold price INR
1996-09-10,16.25,VIX_History
1996-09-11,5031.0,Gold price INR
1996-09-11,16.06,VIX_History
1996-09-12,5026.5,Gold price INR
1996-09-12,15.97,VIX_History
1996-09-13,5026.5,Gold price INR
1996-09-13,15.2,VIX_History
1996-09-16,5026.5,Gold price INR
1996-09-16,15.43,VIX_History
1996-09-17,5035.5,Gold price INR
1996-09-17,15.74,VIX_History
1996-09-18,5031.0,Gold price INR
1996-09-18,15.86,VIX_History
1996-09-19,5026.5,Gold price INR
1996-09-19,16.03,VIX_History
1996-09-20,5013.0,Gold price INR
1996-09-20,15.65,VIX_History
1996-09-23,4999.5,Gold price INR
1996-09-23,16.46,VIX_History
1996-09-24,5013.0,Gold price INR
1996-09-24,16.45,VIX_History
1996-09-25,5017.5,Gold price INR
1996-09-25,16.22,VIX_History
1996-09-26,4990.5,Gold price INR
1996-09-26,16.11,VIX_History
1996-09-27,4995.0,Gold price INR
1996-09-27,16.1,VIX_History
1996-09-30,4972.5,Gold price INR
1996-09-30,16.95,VIX_History
1996-10-01,4968.0,Gold price INR
1996-10-01,17.05,VIX_History
1996-10-02,4981.5,Gold price INR
1996-10-02,16.78,VIX_History
1996-10-03,4963.5,Gold price INR
1996-10-03,16.77,VIX_History
1996-10-04,4995.0,Gold price INR
1996-10-04,14.8,VIX_History
1996-10-07,4990.5,Gold price INR
1996-10-07,15.11,VIX_History
1996-10-08,4995.0,Gold price INR
1996-10-08,15.58,VIX_History
1996-10-09,5004.0,Gold price INR
1996-10-09,16.09,VIX_History
1996-10-10,5026.5,Gold price INR
1996-10-10,16.26,VIX_History
1996-10-11,4995.0,Gold price INR
1996-10-11,15.07,VIX_History
1996-10-14,4999.5,Gold price INR
1996-10-14,15.13,VIX_History
1996-10-15,4999.5,Gold price INR
1996-10-15,15.83,VIX_History
1996-10-16,5008.5,Gold price INR
1996-10-16,15.6,VIX_History
1996-10-17,4990.5,Gold price INR
1996-10-17,15.41,VIX_History
1996-10-18,4990.5,Gold price INR
1996-10-18,15.08,VIX_History
1996-10-21,5017.5,Gold price INR
1996-10-21,15.98,VIX_History
1996-10-22,5026.5,Gold price INR
1996-10-22,16.4,VIX_History
1996-10-23,5022.0,Gold price INR
1996-10-23,16.45,VIX_History
1996-10-24,5017.5,Gold price INR
1996-10-24,16.89,VIX_History
1996-10-25,5013.0,Gold price INR
1996-10-25,17.29,VIX_History
1996-10-28,5022.0,Gold price INR
1996-10-28,18.34,VIX_History
1996-10-29,5008.5,Gold price INR
1996-10-29,18.28,VIX_History
1996-10-30,4986.0,Gold price INR
1996-10-30,18.48,VIX_History
1996-10-31,4972.5,Gold price INR
1996-10-31,18.11,VIX_History
1996-11-01,4954.5,Gold price INR
1996-11-01,17.89,VIX_History
1996-11-04,4972.5,Gold price INR
1996-11-04,18.04,VIX_History
1996-11-05,4981.5,Gold price INR
1996-11-05,17.65,VIX_History
1996-11-06,4959.0,Gold price INR
1996-11-06,16.97,VIX_History
1996-11-07,4968.0,Gold price INR
1996-11-07,17.21,VIX_History
1996-11-08,4995.0,Gold price INR
1996-11-08,15.78,VIX_History
1996-11-11,5004.0,Gold price INR
1996-11-11,14.04,VIX_History
1996-11-12,5017.5,Gold price INR
1996-11-12,15.36,VIX_History
1996-11-13,5044.5,Gold price INR
1996-11-13,14.89,VIX_History
1996-11-14,5044.5,Gold price INR
1996-11-14,13.79,VIX_History
1996-11-15,4990.5,Gold price INR
1996-11-15,14.36,VIX_History
1996-11-18,4986.0,Gold price INR
1996-11-18,15.12,VIX_History
1996-11-19,4959.0,Gold price INR
1996-11-19,15.23,VIX_History
1996-11-20,4972.5,Gold price INR
1996-11-20,15.94,VIX_History
1996-11-21,4950.0,Gold price INR
1996-11-21,15.77,VIX_History
1996-11-22,4950.0,Gold price INR
1996-11-22,14.92,VIX_History
1996-11-25,4932.0,Gold price INR
1996-11-25,15.91,VIX_History
1996-11-26,4914.0,Gold price INR
1996-11-26,16.97,VIX_History
1996-11-27,4900.5,Gold price INR
1996-11-27,16.96,VIX_History
1996-11-28,4896.0,Gold price INR
1996-11-29,4878.0,Gold price INR
1996-11-29,17.14,VIX_History
1996-12-02,4873.5,Gold price INR
1996-12-02,17.93,VIX_History
1996-12-03,4824.0,Gold price INR
1996-12-03,18.68,VIX_History
1996-12-04,4887.0,Gold price INR
1996-12-04,17.93,VIX_History
1996-12-05,4860.0,Gold price INR
1996-12-05,18.14,VIX_History
1996-12-06,4878.0,Gold price INR
1996-12-06,18.82,VIX_History
1996-12-09,4873.5,Gold price INR
1996-12-09,17.75,VIX_History
1996-12-10,4860.0,Gold price INR
1996-12-10,17.88,VIX_History
1996-12-11,4882.5,Gold price INR
1996-12-11,19.68,VIX_History
1996-12-12,4869.0,Gold price INR
1996-12-12,20.45,VIX_History
1996-12-13,4869.0,Gold price INR
1996-12-13,21.09,VIX_History
1996-12-16,4855.5,Gold price INR
1996-12-16,21.99,VIX_History
1996-12-17,4851.0,Gold price INR
1996-12-17,20.77,VIX_History
1996-12-18,4869.0,Gold price INR
1996-12-18,19.42,VIX_History
1996-12-19,4869.0,Gold price INR
1996-12-19,18.77,VIX_History
1996-12-20,4864.5,Gold price INR
1996-12-20,18.85,VIX_History
1996-12-23,4860.0,Gold price INR
1996-12-23,19.5,VIX_History
1996-12-24,4855.5,Gold price INR
1996-12-24,18.68,VIX_History
1996-12-25,4855.5,Gold price INR
1996-12-26,4855.5,Gold price INR
1996-12-26,18.59,VIX_History
1996-12-27,4864.5,Gold price INR
1996-12-27,19.13,VIX_History
1996-12-30,4882.5,Gold price INR
1996-12-30,19.51,VIX_History
1996-12-31,4869.0,Gold price INR
1996-12-31,20.92,VIX_History
1997-01-01,4869.0,Gold price INR
1997-01-02,4846.5,Gold price INR
1997-01-02,21.14,VIX_History
1997-01-03,4806.0,Gold price INR
1997-01-03,19.13,VIX_History
1997-01-06,4734.0,Gold price INR
1997-01-06,19.89,VIX_History
1997-01-07,4743.0,Gold price INR
1997-01-07,19.35,VIX_History
1997-01-08,4707.0,Gold price INR
1997-01-08,20.24,VIX_History
1997-01-09,4707.0,Gold price INR
1997-01-09,20.91,VIX_History
1997-01-10,4725.0,Gold price INR
1997-01-10,19.63,VIX_History
1997-01-13,4743.0,Gold price INR
1997-01-13,19.84,VIX_History
1997-01-14,4716.0,Gold price INR
1997-01-14,19.27,VIX_History
1997-01-15,4675.5,Gold price INR
1997-01-15,19.4,VIX_History
1997-01-16,4657.5,Gold price INR
1997-01-16,19.61,VIX_History
1997-01-17,4693.5,Gold price INR
1997-01-17,18.63,VIX_History
1997-01-20,4657.5,Gold price INR
1997-01-20,18.6,VIX_History
1997-01-21,4680.0,Gold price INR
1997-01-21,17.81,VIX_History
1997-01-22,4635.0,Gold price INR
1997-01-22,17.09,VIX_History
1997-01-23,4590.0,Gold price INR
1997-01-23,18.47,VIX_History
1997-01-24,4648.5,Gold price INR
1997-01-24,19.33,VIX_History
1997-01-27,4662.0,Gold price INR
1997-01-27,20.16,VIX_History
1997-01-28,4666.5,Gold price INR
1997-01-28,20.74,VIX_History
1997-01-29,4630.5,Gold price INR
1997-01-29,20.23,VIX_History
1997-01-30,4612.5,Gold price INR
1997-01-30,19.47,VIX_History
1997-01-31,4558.5,Gold price INR
1997-02-03,4545.0,Gold price INR
1997-02-03,19.58,VIX_History
1997-02-04,4558.5,Gold price INR
1997-02-04,19.43,VIX_History
1997-02-05,4531.5,Gold price INR
1997-02-05,21.06,VIX_History
1997-02-06,4522.5,Gold price INR
1997-02-06,20.16,VIX_History
1997-02-07,4482.0,Gold price INR
1997-02-07,18.9,VIX_History
1997-02-10,4491.0,Gold price INR
1997-02-10,20.65,VIX_History
1997-02-11,4477.5,Gold price INR
1997-02-11,19.97,VIX_History
1997-02-12,4455.0,Gold price INR
1997-02-12,19.48,VIX_History
1997-02-13,4531.5,Gold price INR
1997-02-13,19.23,VIX_History
1997-02-14,4527.0,Gold price INR
1997-02-14,19.18,VIX_History
1997-02-17,4545.0,Gold price INR
1997-02-18,4554.0,Gold price INR
1997-02-18,19.7,VIX_History
1997-02-19,4572.0,Gold price INR
1997-02-19,20.61,VIX_History
1997-02-20,4549.5,Gold price INR
1997-02-20,21.41,VIX_History
1997-02-21,4662.0,Gold price INR
1997-02-21,20.55,VIX_History
1997-02-24,4662.0,Gold price INR
1997-02-24,19.84,VIX_History
1997-02-25,4662.0,Gold price INR
1997-02-25,19.98,VIX_History
1997-02-26,4680.0,Gold price INR
1997-02-26,20.74,VIX_History
1997-02-27,4752.0,Gold price INR
1997-02-27,21.08,VIX_History
1997-02-28,4734.0,Gold price INR
1997-02-28,21.1,VIX_History
1997-03-03,4774.5,Gold price INR
1997-03-03,20.89,VIX_History
1997-03-04,4743.0,Gold price INR
1997-03-04,20.62,VIX_History
1997-03-05,4675.5,Gold price INR
1997-03-05,19.49,VIX_History
1997-03-06,4657.5,Gold price INR
1997-03-06,20.48,VIX_History
1997-03-07,4621.5,Gold price INR
1997-03-07,19.32,VIX_History
1997-03-10,4621.5,Gold price INR
1997-03-10,19.0,VIX_History
1997-03-11,4644.0,Gold price INR
1997-03-11,19.25,VIX_History
1997-03-12,4635.0,Gold price INR
1997-03-12,19.61,VIX_History
1997-03-13,4653.0,Gold price INR
1997-03-13,19.79,VIX_History
1997-03-14,4653.0,Gold price INR
1997-03-14,19.81,VIX_History
1997-03-17,4639.5,Gold price INR
1997-03-17,20.95,VIX_History
1997-03-18,4572.0,Gold price INR
1997-03-18,21.26,VIX_History
1997-03-19,4608.0,Gold price INR
1997-03-19,21.74,VIX_History
1997-03-20,4648.5,Gold price INR
1997-03-20,21.22,VIX_History
1997-03-21,4657.5,Gold price INR
1997-03-21,19.69,VIX_History
1997-03-24,4621.5,Gold price INR
1997-03-24,20.06,VIX_History
1997-03-25,4617.0,Gold price INR
1997-03-25,19.26,VIX_History
1997-03-26,4563.0,Gold price INR
1997-03-26,18.32,VIX_History
1997-03-27,4594.5,Gold price INR
1997-03-27,20.5,VIX_History
1997-03-28,4599.0,Gold price INR
1997-03-31,4594.5,Gold price INR
1997-03-31,22.14,VIX_History
1997-04-01,4621.5,Gold price INR
1997-04-01,20.84,VIX_History
1997-04-02,4630.5,Gold price INR
1997-04-02,21.3,VIX_History
1997-04-03,4599.0,Gold price INR
1997-04-03,21.19,VIX_History
1997-04-04,4581.0,Gold price INR
1997-04-04,19.23,VIX_History
1997-04-07,4603.5,Gold price INR
1997-04-07,18.51,VIX_History
1997-04-08,4603.5,Gold price INR
1997-04-08,18.44,VIX_History
1997-04-09,4585.5,Gold price INR
1997-04-09,18.56,VIX_History
1997-04-10,4581.0,Gold price INR
1997-04-10,19.01,VIX_History
1997-04-11,4590.0,Gold price INR
1997-04-11,19.76,VIX_History
1997-04-14,4572.0,Gold price INR
1997-04-14,19.09,VIX_History
1997-04-15,4518.0,Gold price INR
1997-04-15,18.25,VIX_History
1997-04-16,4477.5,Gold price INR
1997-04-16,17.64,VIX_History
1997-04-17,4482.0,Gold price INR
1997-04-17,18.71,VIX_History
1997-04-18,4504.5,Gold price INR
1997-04-18,18.75,VIX_History
1997-04-21,4504.5,Gold price INR
1997-04-21,20.1,VIX_History
1997-04-22,4495.5,Gold price INR
1997-04-22,19.52,VIX_History
1997-04-23,4482.0,Gold price INR
1997-04-23,20.48,VIX_History
1997-04-24,4482.0,Gold price INR
1997-04-24,20.83,VIX_History
1997-04-25,4504.5,Gold price INR
1997-04-25,21.15,VIX_History
1997-04-28,4473.0,Gold price INR
1997-04-28,21.34,VIX_History
1997-04-29,4464.0,Gold price INR
1997-04-29,19.81,VIX_History
1997-04-30,4473.0,Gold price INR
1997-04-30,20.06,VIX_History
1997-05-01,4464.0,Gold price INR
1997-05-01,19.87,VIX_History
1997-05-02,4464.0,Gold price INR
1997-05-02,17.51,VIX_History
1997-05-05,4473.0,Gold price INR
1997-05-05,20.13,VIX_History
1997-05-06,4513.5,Gold price INR
1997-05-06,20.85,VIX_History
1997-05-07,4500.0,Gold price INR
1997-05-07,21.34,VIX_History
1997-05-08,4536.0,Gold price INR
1997-05-08,21.26,VIX_History
1997-05-09,4563.0,Gold price INR
1997-05-09,20.11,VIX_History
1997-05-12,4590.0,Gold price INR
1997-05-12,20.25,VIX_History
1997-05-13,4599.0,Gold price INR
1997-05-13,20.81,VIX_History
1997-05-14,4603.5,Gold price INR
1997-05-14,21.09,VIX_History
1997-05-15,4563.0,Gold price INR
1997-05-15,19.91,VIX_History
1997-05-16,4540.5,Gold price INR
1997-05-16,21.57,VIX_History
1997-05-19,4486.5,Gold price INR
1997-05-19,21.48,VIX_History
1997-05-20,4518.0,Gold price INR
1997-05-20,19.26,VIX_History
1997-05-21,4513.5,Gold price INR
1997-05-21,19.28,VIX_History
1997-05-22,4509.0,Gold price INR
1997-05-22,18.77,VIX_History
1997-05-23,4504.5,Gold price INR
1997-05-23,18.08,VIX_History
1997-05-26,4509.0,Gold price INR
1997-05-27,4531.5,Gold price INR
1997-05-27,19.36,VIX_History
1997-05-28,4513.5,Gold price INR
1997-05-28,19.28,VIX_History
1997-05-29,4531.5,Gold price INR
1997-05-29,19.02,VIX_History
1997-05-30,4549.5,Gold price INR
1997-05-30,19.19,VIX_History
1997-06-02,4531.5,Gold price INR
1997-06-02,20.85,VIX_History
1997-06-03,4527.0,Gold price INR
1997-06-03,20.01,VIX_History
1997-06-04,4500.0,Gold price INR
1997-06-04,20.1,VIX_History
1997-06-05,4486.5,Gold price INR
